,cad_ig_oas,us_ig_oas,us_hy_oas,eur_ig_oas,cad_ig_oas_1-5yr,cad_ig_oas_5-10yr,cad_ig_oas_>10yr,cad_ig_oas_fins,cad_ig_oas_industrials,cad_ig_oas_utility,cad_ig_oas_a,cad_ig_oas_bbb,cad_prov_oas,cad_prov_oas_1-5yr,cad_prov_oas_5-10yr,cad_prov_oas_>10yr,cad_prov_cmb,us_ig_oas_aaa,us_ig_oas_aa,us_ig_oas_a,us_ig_oas_bbb,us_ig_oas_1-3yr,us_ig_oas_3-5yr,us_ig_oas_5-7yr,us_ig_oas_7-10yr,us_ig_oas_>10yr,us_ig_oas_industrials,us_ig_oas_uts,us_ig_oas_fins
2002-10-01,,237.251123,987.413426,27.555947,,,,,,,,,,,,,,,,,,,,,,,245.098157,335.289945,201.854154
2002-10-02,79.545983,235.572126,989.083859,27.864795,,,,104.747729,113.246025,25.104327,125.139345,,,,,,,,,,,,,,,,243.757077,332.656747,199.961194
2002-10-03,83.816601,236.956207,992.347223,27.93002,,,,110.478972,117.441034,28.743526,130.49397,,,,,,,,,,,,,,,,244.253533,337.352631,201.676215
2002-10-04,88.702731,240.074894,995.134869,28.150093,,,,119.996876,120.742771,33.282393,136.917653,,,,,,,,,,,,,,,,245.003255,348.770366,205.822819
2002-10-07,81.292068,247.40237,1005.114001,28.277141,,,,110.365939,113.23502,27.134917,126.894872,,,,,,,,,,,,,,,,250.492461,367.63581,212.823693
2002-10-08,85.992471,257.945551,1009.176423,28.759341,,,,116.808281,118.418543,30.359957,133.441933,,,,,,,,,,,,,,,,256.986673,387.436864,226.468383
2002-10-09,91.00916,265.566133,1020.195068,29.19925,,,,137.556769,123.410183,28.042553,146.975936,,,,,,,,,,,,,,,,261.529144,403.421321,236.155053
2002-10-10,101.743397,268.508575,1017.755346,29.614629,,,,177.42451,128.474583,31.956161,165.678111,,,,,,,,,,,,,,,,261.862487,416.490005,240.263891
2002-10-11,105.060162,262.366538,1033.09901,29.31951,,,,180.95235,132.628156,34.090854,170.360125,,,,,,,,,,,,,,,,255.707539,409.24927,234.38875
2002-10-15,120.645617,259.694268,1018.543234,29.232679,,,,189.236108,155.965824,43.760434,182.456813,,,,,,,,,,,,,,,,255.609707,416.754337,226.180439
2002-10-16,96.570956,261.922008,1014.828456,29.112629,,,,162.611141,125.797788,27.787701,157.856036,,,,,,,,,,,,,,,,255.538442,420.06187,231.131778
2002-10-17,106.259678,260.356092,1007.371712,29.270284,,,,186.492872,132.801669,33.863833,174.493927,,,,,,,,,,,,,,,,253.46133,416.831086,230.620137
2002-10-18,103.670378,260.549368,1004.581724,29.363459,,,,192.973017,129.325767,28.142678,174.36677,,,,,,,,,,,,,,,,253.405271,415.18627,231.543055
2002-10-21,109.956429,258.808687,995.6921,29.72035,,,,197.544127,135.718131,35.024041,180.222997,,,,,,,,,,,,,,,,251.002749,414.82931,230.351815
2002-10-22,102.371007,256.713844,994.904764,29.290244,,,,182.707122,130.26367,28.307939,170.958739,,,,,,,,,,,,,,,,247.405102,415.916789,229.492145
2002-10-23,99.877166,256.233289,997.39375,28.548817,,,,175.118581,127.777048,28.182102,166.786003,,,,,,,,,,,,,,,,246.408176,415.377106,229.721335
2002-10-24,97.232006,258.349538,999.228014,29.484302,,,,171.24538,124.804274,26.452029,162.822178,,,,,,,,,,,,,,,,245.072018,409.053232,238.241911
2002-10-25,98.595328,260.494552,1005.846171,29.72009,,,,174.092057,125.660528,27.696648,163.828597,,,,,,,,,,,,,,,,246.626371,406.694119,242.209309
2002-10-28,97.211589,257.293698,1006.757063,29.781057,,,,175.330275,121.600664,28.326805,160.030749,,,,,,,,,,,,,,,,244.814112,399.69565,238.02013
2002-10-29,89.861267,256.989775,1021.048126,29.896473,,,,165.175263,114.402148,22.221679,150.816591,,,,,,,,,,,,,,,,245.685189,398.017814,236.471036
2002-10-30,95.061961,255.461717,1017.986948,29.452194,,,,175.375752,118.892823,26.083907,158.163452,,,,,,,,,,,,,,,,242.904293,397.654026,236.32099
2002-10-31,86.896937,253.069203,1001.548411,29.987626,,,,162.872418,112.353081,18.179599,148.535981,,,,,,,34.516219,107.693102,221.120175,354.515607,61.552849,73.454652,96.428634,146.966009,101.602564,242.551307,395.842713,230.994139
2002-11-01,96.391472,246.37556,1007.21119,28.368694,,,,167.918448,120.965725,28.453629,159.374853,,,,,,,,,,,,,,,,238.560775,350.473511,231.054518
2002-11-04,97.038166,238.348497,998.114405,28.003992,,,,163.909122,121.646256,31.153078,157.630963,,,,,,28.831455,,,,,,,,,,230.063812,342.873209,223.526564
2002-11-05,98.000565,236.329661,993.579009,27.819728,,,,166.556449,121.721567,32.241912,158.188445,,,,,,30.262602,,,,,,,,,,228.428628,343.254281,220.469898
2002-11-06,89.366061,232.232518,994.22498,27.498347,,,,153.236323,114.051851,24.75864,146.68528,,,,,,23.609203,,,,,,,,,,227.043286,338.720456,212.924787
2002-11-07,81.672569,232.005865,997.955628,27.276894,,,,139.044336,108.67604,17.670068,137.70585,,,,,,17.30248,33.578108,103.766772,202.227569,323.25171,,,,,,227.315233,333.269941,213.209821
2002-11-08,87.993516,232.402626,1000.515376,27.431078,,,,147.714142,114.31416,23.824309,144.187869,,,,,,24.60455,35.989342,103.965041,201.31733,325.35446,,,,,,228.510738,333.208594,212.641322
2002-11-12,87.299892,235.378402,998.513296,28.35214,,,,143.175019,112.449453,26.551604,141.930001,,,,,,25.06439,39.219374,105.704453,203.768187,328.85398,,,,,,231.219962,337.517012,215.640596
2002-11-13,88.671924,236.0894,1000.538318,28.074832,,,,145.002703,113.99837,27.389132,143.506163,,,,,,25.927338,37.880798,106.060152,203.901291,330.554836,,,,,,231.846624,337.796853,216.550568
2002-11-14,96.286476,225.686869,966.345388,27.305565,,,,156.688543,120.426847,34.272586,152.056036,,,,,,34.42551,35.207397,104.695732,191.186173,318.57308,,,,,,224.996665,321.412136,202.964847
2002-11-15,82.369016,215.088908,945.8584,26.677197,,,,131.084548,109.204774,23.10714,134.818279,,,,,,22.21908,35.899171,100.068083,181.32229,304.606416,,,,,,214.597166,305.79802,193.269776
2002-11-18,76.369884,212.4399,941.069392,26.554394,,,,116.718291,102.643307,22.130685,122.487375,,,,,,21.441743,35.094322,98.646128,179.373282,301.072478,54.256233,68.657105,84.821648,125.330987,90.381315,211.774109,302.252266,191.043503
2002-11-19,77.030159,212.766577,941.571405,26.576419,,,,117.526497,103.168671,22.911244,123.027916,,,,,,22.440912,34.036022,98.337798,180.202595,300.009641,53.763268,67.442288,83.230155,125.017497,90.366736,211.737538,299.681317,192.510861
2002-11-20,81.092708,211.203732,920.971748,26.43824,,,,122.755207,106.490873,27.223526,127.343018,,,,,,27.373183,33.991129,97.565959,179.38752,296.605267,54.103806,67.438252,82.273256,122.253919,89.703289,209.813809,297.381728,191.602539
2002-11-21,84.21191,206.285945,904.286712,25.798526,,,,123.606809,108.364824,32.918486,128.67625,,,,,,32.073126,33.442164,96.062783,176.367746,288.442039,53.682201,66.043049,80.722384,118.606183,88.098009,203.82109,293.721038,187.820461
2002-11-22,75.192704,206.005752,900.047745,25.443015,,,,115.817529,98.837686,25.87926,121.010179,,,,,,25.120671,34.090716,95.167259,177.363107,287.040423,54.000795,66.547067,81.596895,119.218956,87.958346,203.552683,290.757424,188.17095
2002-11-25,74.135251,205.444218,901.518277,25.138949,,,,114.736137,98.050078,24.303705,119.915248,,,,,,23.524403,34.760543,95.489835,176.057274,286.631516,54.277221,68.089464,82.519894,119.240058,87.994093,203.476589,288.485213,187.348865
2002-11-26,69.55112,205.697345,911.508422,25.308202,,,,108.50531,93.519391,20.578411,114.670403,,,,,,19.188878,35.254999,95.843066,175.397652,288.584862,54.07025,68.770603,83.568252,120.348273,88.467682,204.368234,288.9495,186.703718
2002-11-27,85.865028,200.921361,855.924473,24.865653,,,,127.642807,108.876254,36.356821,132.18277,,,,,,36.586774,33.702538,94.554263,174.529705,277.177591,52.772172,65.955974,80.081656,117.596221,86.761471,197.774267,283.195655,184.580316
2002-11-29,69.815295,197.529894,855.874649,23.901689,,,,107.006425,94.112796,21.362182,114.881219,,19.602675,6.509813,16.074802,31.022064,20.57398,33.866318,92.885947,167.657535,277.724696,51.426864,65.393778,79.681414,117.625452,86.67238,196.085352,282.567098,178.311246
2002-12-02,78.36729,189.105458,844.134496,23.489913,,,,108.52617,103.341827,26.613068,118.105363,131.388357,,,,,26.329858,33.951345,87.859788,165.385202,263.036489,49.912261,67.065198,70.519763,93.750309,82.81078,190.958641,239.03013,175.175417
2002-12-03,75.48233,189.137868,838.736846,23.410204,,,,105.967009,99.967024,24.362902,114.469883,128.394642,,,,,23.833239,33.3774,87.864137,165.913266,262.358437,49.662241,66.443747,69.615138,93.193977,83.00838,191.20628,234.46448,175.973344
2002-12-04,73.277887,191.427944,838.520238,23.2151,,,,102.581348,97.787473,22.79308,112.447162,122.873724,,,,,22.522126,32.192896,88.325338,167.762596,266.47339,49.403665,65.289356,68.27896,94.026876,84.071205,193.329435,238.719416,178.038104
2002-12-05,85.723808,192.047223,843.535481,23.100433,,,,107.471181,119.137926,26.524723,137.26739,125.529889,,,,,26.501751,31.561854,88.261504,167.906022,268.15209,49.126485,64.543374,67.471286,94.227174,84.597642,193.988265,241.250358,178.177705
2002-12-06,75.540769,194.735086,842.128274,23.050149,,,,105.243098,98.455066,27.062152,113.530577,123.862685,,,,,26.008573,30.075528,89.302709,170.866379,270.600785,48.896368,63.142805,65.949252,94.436178,85.393897,195.978998,243.39236,181.901119
2002-12-09,72.54372,195.766546,845.469594,23.18002,,,,104.038245,95.697485,22.872819,111.271133,120.417741,,,,,22.062946,30.843282,89.713603,171.774563,272.080314,48.651086,64.196716,67.481123,95.977052,85.796722,197.000609,244.014586,183.028146
2002-12-10,78.230764,196.948777,846.708156,23.243096,,,,112.315378,101.501255,27.030835,118.65956,125.686714,,,,,27.750863,31.405241,89.998997,173.189496,272.88184,48.751931,65.104586,68.504015,96.85431,85.955429,197.628465,244.775781,185.024773
2002-12-11,75.889689,197.172623,853.646349,23.064326,,,,112.459602,98.751983,24.105514,117.033731,122.910911,,,,,24.268422,30.447328,90.456621,172.667744,273.919185,48.334742,63.852485,67.554468,96.89917,85.847086,198.256882,245.629406,184.576961
2002-12-12,78.385249,195.503067,855.285821,22.969142,,,,114.206291,100.810892,27.609252,119.351034,125.52309,,,,,27.217971,32.26049,89.908127,171.03717,271.882729,48.245617,66.005231,69.905834,97.329877,85.382295,196.044588,246.620187,183.021128
2002-12-13,77.546012,189.507159,849.853314,23.23508,,,,112.398595,100.034259,27.170605,118.197568,124.022934,,,,,26.313769,32.712611,86.551093,166.400052,264.090753,47.957413,65.876247,68.776872,95.684418,82.904926,189.548848,242.38333,177.295836
2002-12-16,79.693787,188.182391,839.009676,23.169572,,,,114.869217,102.606518,28.60971,120.59237,127.651068,,,,,28.333544,32.022563,85.968577,165.087498,262.351916,47.276968,65.561299,68.342998,94.363372,82.264723,188.675989,241.936588,175.183768
2002-12-17,74.152008,186.853988,840.663104,23.414771,,,,108.002732,97.135733,23.70301,114.856544,120.169399,,,,,22.681421,31.346302,85.995464,163.709599,260.320434,47.356288,64.046798,67.192424,93.679373,81.972916,187.548476,239.8914,173.751034
2002-12-18,73.032548,187.225869,845.325821,23.061374,,,,107.666138,96.464025,21.619964,114.64633,116.991542,,,,,21.14138,28.943572,86.687932,163.09409,261.658082,46.696808,60.723935,64.547683,93.017082,82.049075,188.079717,241.136031,173.713721
2002-12-19,74.475769,188.480787,851.311985,22.95681,,,,109.048685,97.799164,23.272537,116.392726,117.362929,,,,,22.463221,26.017094,87.080923,163.724715,263.97743,45.886154,57.200381,61.338398,92.131109,82.409093,189.338806,241.901965,175.064339
2002-12-20,78.323203,188.516947,851.588818,22.711202,,,,113.930341,101.583558,26.716476,120.550732,123.558129,,,,,26.499434,27.032939,87.022033,163.771633,263.838735,46.459926,58.188073,62.721978,92.910641,82.320303,189.257631,241.935122,175.25285
2002-12-23,79.113424,188.510164,850.483007,22.794322,,,,113.892894,101.990514,28.157521,120.877518,123.730324,,,,,27.648187,27.660679,87.18235,163.881257,263.448951,46.057441,59.012146,64.088546,93.372917,82.27054,189.241612,242.053944,175.229179
2002-12-24,72.751952,189.39685,855.525268,22.758765,,,,107.194371,95.965944,21.556659,114.62451,116.068252,,,,,20.6656,28.722909,87.676394,164.468034,265.028687,47.206447,60.784621,65.687621,94.456886,82.675602,190.324321,242.686253,175.911588
2002-12-26,76.675301,190.004902,856.182247,,,,,111.524354,99.70549,25.504523,118.189031,122.224239,,,,,25.02992,27.955972,87.669309,164.942277,266.16002,46.50092,59.765122,65.154982,95.021974,82.897265,191.189565,243.19585,176.207419
2002-12-27,70.781046,188.454058,865.888471,22.821679,,,,104.10394,93.983757,20.23018,111.977257,114.043753,,,,,19.092799,27.649148,85.584663,162.240896,267.287344,45.775065,58.720351,65.060393,95.383751,82.653589,190.966442,241.404178,172.952271
2002-12-30,76.070632,188.184756,863.815194,23.121453,,,,110.801897,99.704148,24.418079,117.961298,120.459402,,,,,24.312248,27.905804,85.551191,161.856392,267.295662,45.283506,59.456707,65.723451,95.455276,82.245636,190.298477,240.801912,173.292955
2002-12-31,77.339824,187.298322,860.768757,22.754855,110.871455,70.975329,57.089601,112.210482,100.606423,26.103003,119.295686,122.45602,24.158522,11.373836,21.195866,34.77797,25.764293,28.984508,85.551262,162.486884,264.020266,45.822169,60.920977,66.321065,95.794704,81.374154,189.355469,242.448299,171.937554
2003-01-02,89.348354,181.347919,828.700792,22.304796,,,,122.672333,115.630306,36.530588,135.458904,135.584553,,,,,36.885989,28.489941,87.795978,159.645369,253.023794,43.758493,56.967601,75.848387,103.078119,80.116643,182.750016,232.779383,167.770847
2003-01-03,80.219762,180.472805,827.335385,22.582896,,,,115.346571,105.898672,27.328176,126.107195,124.068691,,,,,26.588285,26.915576,87.224151,158.432199,252.668285,42.072343,54.693856,74.134886,103.296149,80.163853,182.404679,232.925009,165.991907
2003-01-06,80.882837,178.415261,817.317741,22.906065,,,,113.976927,107.153123,28.249512,126.103836,125.40491,,,,,27.434755,25.768605,86.438612,156.768972,249.606888,41.127863,53.12801,72.880028,101.367449,79.101596,181.048896,225.899384,164.143257
2003-01-07,72.999941,175.673577,811.554455,22.07861,,,,104.644432,99.322473,21.130012,118.093674,115.268495,,,,,19.738385,22.6181,84.333539,153.181243,248.001277,38.171271,48.410137,69.673733,99.906308,78.652126,179.314105,222.436894,160.269802
2003-01-08,74.85064,175.588072,808.751922,21.531393,,,,107.43512,100.25656,23.667778,120.456167,113.457645,,,,,22.550269,20.579955,85.249944,153.250387,247.98391,35.76565,46.052351,68.295336,100.099786,79.258062,179.487907,220.231164,160.319166
2003-01-09,84.619164,174.58307,784.815933,21.301377,,,,116.744622,110.243723,33.20489,130.224396,126.990561,,,,,32.858472,21.601007,83.93623,154.350357,243.937912,36.950156,47.046054,68.54033,99.033729,78.638731,177.433514,220.094961,160.468612
2003-01-10,75.472238,174.765636,783.047302,21.32842,,,,104.405184,101.378724,25.392435,119.898195,112.312611,,,,,24.965205,21.362759,84.174942,154.734326,243.954741,36.907782,46.612902,68.768449,98.899138,78.749658,177.583675,219.92685,160.772408
2003-01-13,76.3161,171.506737,783.735,21.335879,,,,103.395134,102.472151,26.852294,120.059562,112.92668,,,,,27.410908,22.668377,83.385504,150.831284,241.110046,37.274376,47.786133,69.447443,98.654192,77.620288,175.209121,214.513841,156.863583
2003-01-14,73.740211,170.825677,770.20452,20.811845,,,,102.688871,98.897434,24.659734,117.253236,110.328233,,,,,25.185806,23.040315,82.412928,150.191948,240.398558,37.510093,48.612762,69.387715,98.232862,77.612775,175.219216,215.22516,154.983528
2003-01-15,76.456647,167.473849,761.772406,21.227715,,,,105.918985,102.592804,25.843341,121.002512,114.436156,,,,,27.587459,22.360931,81.716254,146.230803,236.186415,35.024664,47.345535,68.130454,97.518721,77.976158,171.275085,214.426805,151.794166
2003-01-16,71.839769,168.952392,761.88706,21.283811,,,,99.901853,96.491411,23.944808,115.480517,100.705832,,,,,24.898771,22.990174,82.084222,146.766168,239.398516,35.537626,48.472232,68.875941,98.263404,78.76411,173.572449,217.879246,151.794026
2003-01-17,70.042103,169.459193,767.224092,21.525496,,,,95.810925,95.507385,22.366201,112.658037,102.179594,,,,,23.228913,24.003291,82.228576,146.97349,240.815608,36.442338,49.598788,69.902839,99.32439,79.104974,174.220546,218.289061,152.134491
2003-01-21,72.466581,171.556793,773.553416,21.389781,,,,101.549626,97.747582,23.376807,116.494128,105.026376,,,,,25.102551,23.930002,84.123166,148.782561,243.157049,36.470485,49.768949,70.494044,100.858336,79.823557,175.595158,219.416575,155.350392
2003-01-22,76.292,173.972727,777.995182,21.165018,,,,105.520884,101.432074,27.291901,120.304908,109.633385,,,,,29.242056,23.975699,85.532809,150.218379,246.925579,36.329771,50.027205,71.284397,102.626212,81.137149,178.155105,223.516382,157.211929
2003-01-23,75.697884,172.969801,774.08344,20.993612,,,,103.870758,100.809941,27.386441,119.192275,109.061313,,,,,29.001671,23.576212,85.430292,149.790663,244.702178,36.136682,49.348534,70.357173,101.832856,80.77018,177.043084,219.04157,157.126454
2003-01-24,73.896913,173.022164,780.296855,21.178949,,,,101.08149,98.901208,26.263632,116.672233,107.245916,,,,,27.617775,25.192456,84.879178,149.210929,246.501353,36.599931,52.127181,72.597256,103.054586,81.130524,177.810669,219.626789,156.1345
2003-01-27,75.899016,173.837817,778.59125,21.245507,,,,105.00785,100.502346,27.803048,118.73251,111.02086,,,,,29.366536,27.30136,84.84753,150.471942,246.74252,38.321041,55.208095,74.286764,103.631252,81.187695,178.27563,221.588483,157.1402
2003-01-28,81.198961,173.61506,779.071078,21.425763,,,,110.222425,107.707036,30.651482,126.905294,113.462264,,,,,34.414691,27.149303,84.775954,150.43528,246.100497,38.063056,55.267296,73.969941,103.228943,80.972356,177.992624,220.295744,157.23241
2003-01-29,79.687695,172.412437,772.719492,21.442144,,,,108.316232,105.39193,30.548973,123.240338,118.848127,,,,,31.379814,25.97448,83.92262,149.666864,244.003538,37.309045,53.559575,72.671254,101.726435,80.316731,176.838166,219.27529,155.933345
2003-01-30,77.337152,172.275617,778.38151,21.353493,,,,104.785105,103.829098,27.771829,122.029087,112.482611,,,,,29.501576,25.121492,83.166606,149.446482,244.572308,36.45309,52.538078,72.362717,101.419358,80.237044,176.452035,219.458225,156.035965
2003-01-31,74.88798,169.313367,783.850864,21.736687,103.797983,70.788836,57.414309,100.387173,102.305614,25.178331,119.222301,108.985778,26.362367,11.463414,23.356327,37.48082,27.211496,25.873205,79.927176,146.602303,242.92591,37.067783,52.608606,72.147418,100.929287,79.026,176.423297,208.149713,151.187961
2003-02-03,113.367294,167.245712,778.74068,22.339077,,,,130.31324,105.66225,25.178331,134.625892,113.786849,,,,,30.831843,26.832403,79.268899,145.158325,240.485166,38.130282,53.678498,64.678667,97.056017,77.24421,175.058881,203.351409,148.907477
2003-02-04,109.869409,167.900473,784.872869,22.310621,,,,125.647931,102.689703,25.178331,130.590068,109.630801,,,,,27.542755,25.811717,79.279174,145.587984,242.024985,37.507551,52.285709,63.702189,97.42325,77.792551,175.969622,203.647601,149.316219
2003-02-05,114.73114,166.601333,778.395419,22.062386,,,,131.155722,107.259283,25.178331,135.652678,116.637436,,,,,34.018788,23.918769,78.597279,144.912751,239.378687,36.167116,50.025132,61.17087,95.509319,77.179166,174.369767,201.058464,148.698932
2003-02-06,105.602692,166.483613,786.538637,21.277049,,,,121.326236,98.443812,25.178331,126.283634,104.449372,,,,,23.921447,24.616226,78.357838,144.135603,240.568075,36.607908,51.047138,61.606235,95.885586,77.235464,174.98903,200.384895,147.763646
2003-02-07,109.088964,166.407435,790.091613,21.466687,,,,125.044401,101.828583,25.178331,129.881095,109.195553,,,,,28.512768,25.428966,77.979715,144.458549,240.305094,37.787626,51.857036,62.012538,95.901133,77.21218,175.475024,196.940314,147.743801
2003-02-10,112.90104,166.179953,786.973549,22.144292,,,,130.811934,104.756401,25.178331,134.826689,108.992675,,,,,32.314742,24.592217,78.199777,144.002355,239.587581,37.241328,50.703989,61.008285,95.352372,77.102417,174.953824,197.682789,147.674204
2003-02-11,106.440052,166.66667,789.611598,21.608043,,,,120.388234,100.088286,25.178331,127.324594,102.72494,,,,,27.065958,25.603507,78.653736,144.257763,240.454104,37.924145,52.033869,62.696775,95.77116,77.164949,175.425023,197.915815,148.23654
2003-02-12,102.918025,167.168963,797.274205,25.457815,,,,117.39415,96.326788,25.178331,123.257411,99.226598,,,,,25.420435,25.654426,78.975946,144.704523,241.074409,37.969555,52.179544,62.698395,96.370788,77.324248,176.008086,198.468667,148.624749
2003-02-13,103.810011,169.425399,808.506367,21.383019,,,,119.596377,96.629073,25.178331,124.335655,100.277574,,,,,25.052558,25.654652,79.683278,146.573871,244.646137,38.045139,52.054369,63.669595,98.28739,78.316903,177.984594,202.195687,150.891608
2003-02-14,113.512726,169.723516,815.287181,21.091557,,,,129.334199,106.311949,25.178331,135.279006,110.808027,,,,,33.158594,25.34,79.91354,146.18905,245.130869,37.634196,51.666096,62.906069,99.05462,79.951048,178.828338,202.826131,150.447718
2003-02-18,111.947921,170.014587,816.328722,20.781374,,,,125.034167,105.974163,25.178331,133.485221,108.358257,,,,,29.96692,25.294547,80.135231,146.313468,245.552,37.040008,51.467847,63.099829,100.244462,80.25318,179.197667,203.084642,150.636671
2003-02-19,110.507148,170.212959,821.767479,22.337744,,,,123.768717,104.455407,25.178331,132.113073,104.807111,,,,,28.161759,24.429135,80.198142,146.430009,246.233037,36.281786,50.744634,62.032268,100.215164,80.361795,179.633118,202.022981,150.810088
2003-02-20,108.17795,169.120737,819.881803,21.373179,,,,120.816009,102.431549,25.178331,129.590471,103.896306,,,,,26.687589,23.403514,80.270477,145.855082,243.687866,35.785026,48.935138,60.807154,99.736224,79.737287,177.857652,202.185176,150.279106
2003-02-21,113.214269,168.881625,814.853088,20.933843,,,,126.703974,107.078437,25.178331,134.483787,110.303611,,,,,31.975661,24.65719,81.127038,146.42119,241.679919,37.118437,50.560862,61.882188,99.352539,79.303686,176.540684,203.219137,151.117074
2003-02-24,105.075613,168.266285,816.954544,22.53196,,,,117.231771,99.541989,25.178331,125.976789,100.71214,,,,,25.395691,23.758767,79.901865,145.808474,241.669889,36.0115,49.332355,61.735665,99.719634,79.404264,176.301721,201.944114,150.162385
2003-02-25,107.582381,168.662403,816.359973,21.77812,,,,121.687081,101.167295,25.178331,128.711872,103.24836,,,,,27.237399,23.642474,80.355858,145.803355,242.448939,35.36097,49.295,62.165366,100.489369,79.458509,176.69816,202.368929,150.546128
2003-02-26,107.171879,168.870933,817.129729,22.149469,,,,121.769576,100.538236,25.178331,128.638874,101.892292,,,,,26.248802,23.60709,80.328514,145.96851,243.248388,35.692507,49.231209,62.10452,100.445224,79.505544,176.686802,202.082249,151.135142
2003-02-27,113.26492,168.515772,812.881411,21.937627,,,,129.026315,106.10607,25.178331,135.142765,106.57808,,,,,31.193851,23.006934,79.941269,145.497121,243.050315,35.47272,48.291983,61.33326,99.963113,79.448904,176.45937,201.024494,150.772654
2003-02-28,106.929516,165.91452,800.036397,21.389824,116.506283,87.354297,119.248815,121.076982,100.491738,25.178331,128.459332,98.412777,25.930502,8.48478,22.610393,38.536177,26.775824,22.383844,78.589139,144.483761,238.880148,35.129904,47.330666,59.939069,98.594515,77.834064,174.424659,193.077856,148.70752
2003-03-03,106.473887,163.221281,795.085376,20.222379,,,,121.352867,100.3522,25.178331,125.925975,97.10875,,,,,27.392465,23.361219,78.942834,142.085715,235.022861,35.914226,46.188514,79.471839,94.645973,77.515811,171.315311,188.28179,146.987798
2003-03-04,114.440506,164.803276,795.094006,18.9924,,,,131.056252,107.605199,25.178331,134.100758,105.619642,,,,,32.525615,22.808762,79.223647,144.00315,236.380528,35.074095,46.178385,79.958509,94.974846,78.051283,172.384387,187.971624,149.652968
2003-03-05,104.688597,167.281176,798.273098,20.322342,,,,120.092071,98.355553,25.178331,123.806939,94.697037,,,,,24.191253,21.614585,79.907703,147.907577,238.02442,34.620449,44.904017,80.194467,95.473366,78.592921,173.534928,188.762788,154.205278
2003-03-06,110.212487,168.250404,794.152731,20.072655,,,,126.506357,103.519473,25.178331,130.178505,100.382231,,,,,30.807182,20.845253,80.118691,149.441451,237.839706,34.249174,44.06291,79.851469,95.090184,78.652158,174.078122,188.267386,156.065546
2003-03-07,122.859406,169.850543,798.159309,20.47256,,,,167.152207,104.834942,25.178331,149.553925,99.607812,,,,,27.278573,22.658378,80.621188,151.23237,239.677485,36.418433,46.386261,81.133328,96.242615,79.142797,174.927293,191.551037,158.215535
2003-03-10,122.34397,171.032153,801.910279,20.468517,,,,168.899656,103.419519,25.178331,149.522282,97.757568,,,,,26.238082,24.074321,81.131182,152.794144,240.673645,37.986767,48.150039,82.242169,97.411283,79.532147,175.819383,192.130077,159.902798
2003-03-11,129.639932,170.850848,798.679949,20.721252,,,,177.089809,110.353616,25.178331,157.545732,105.528314,,,,,30.255458,24.911615,80.709272,152.647496,240.523581,38.587343,49.105475,82.773845,97.883974,79.486959,175.397363,191.794783,160.059882
2003-03-12,138.930096,172.63693,794.722916,20.808565,,,,197.869151,115.052607,25.178331,169.346403,111.132333,,,,,33.691064,26.530026,80.602112,155.437016,241.794249,39.94726,51.916544,84.330936,99.219026,79.559063,176.633892,192.088036,162.887418
2003-03-13,145.460428,169.810342,778.740853,21.00478,,,,203.709785,121.856505,25.178331,175.879995,121.176956,,,,,41.885465,26.384122,79.375593,153.540863,236.358819,39.806131,51.690942,82.658155,96.676985,78.197921,173.117405,189.930796,160.788034
2003-03-14,129.313251,169.234777,766.877592,21.348677,,,,180.020348,108.691588,25.178331,157.994382,105.182676,,,,,28.36219,26.756167,80.126828,152.877509,235.611421,40.479112,51.839455,82.192084,96.928023,78.463596,173.679962,182.946744,160.290836
2003-03-17,140.368214,168.458212,757.373373,20.744496,,,,195.067161,118.141544,25.178331,170.243722,117.320027,,,,,38.489529,26.20222,79.876247,152.554753,234.241132,39.961012,51.102524,81.454211,96.505093,77.967118,172.699933,182.428536,159.723864
2003-03-18,135.207251,166.915769,747.859909,21.403483,,,,187.784271,113.800493,25.178331,164.083548,112.363433,,,,,33.066136,26.670866,79.018165,151.676709,231.363082,40.505332,51.361521,81.231706,95.492262,77.195303,171.008177,180.669087,158.42922
2003-03-19,137.780235,166.457276,747.304771,20.474507,,,,190.128421,116.451135,25.178331,166.866751,114.93609,,,,,36.528451,27.894987,78.774036,151.532265,230.618195,41.992462,52.739589,81.384498,95.503659,76.862327,170.531988,180.327803,157.972918
2003-03-20,131.955106,165.931907,745.214377,20.417884,,,,182.555997,111.29311,25.178331,160.393529,108.734201,,,,,31.205325,28.847681,78.378596,151.41892,229.650374,43.015056,53.386166,81.707732,95.837657,76.960846,169.922754,180.230707,157.45665
2003-03-21,137.815456,164.44848,734.341475,20.028621,,,,185.743739,118.212586,25.178331,165.639037,116.616174,,,,,38.284769,29.87619,77.911694,150.542857,226.787244,44.064471,54.328199,81.481976,95.176469,76.416162,168.192511,178.199567,156.420361
2003-03-24,120.43784,164.701663,743.4376,20.351871,,,,168.235947,100.895174,25.178331,147.917137,95.888406,,,,,20.556783,26.784768,77.614064,150.225689,228.279622,40.786818,51.611074,79.928995,94.29582,76.659602,169.106465,178.670037,155.78148
2003-03-25,131.086055,163.557498,741.354336,20.00383,,,,181.199058,110.637247,25.178331,159.093781,107.821951,,,,,31.015937,26.009826,77.457916,148.271974,228.092083,39.462585,50.762162,79.261503,93.78142,76.667646,168.401485,178.665271,153.82115
